trust_score,gps_speed_kmph,gps_jump_km,gps_in_zone,api_confirmed,same_event_claims_count,pincode_changes_30days,weekly_claims,avg_weekly_claims,claim_spike_ratio,payout_amount,earnings_baseline,payout_vs_baseline_ratio,hours_since_last_claim,zone_disruption_confirmed,neighbor_zone_payout,fraud_risk_score
94,40.058811793972595,1.687235279684684,1,1,1,1,2,1.6891727136625718,0.75623244909523,213.6995771486377,1192.7776341371691,0.5435340830645323,325.66655219493646,1,0,6
98,28.2008296820909,0.7100913375691802,1,1,1,1,2,0.5519257200332881,1.0228912974198237,571.2163486377701,798.8250865330212,0.7886906864326613,706.1247236531023,1,0,13
96,9.472532636847935,1.0649143769605638,1,1,1,0,0,0.5639115931635331,1.0092721598588168,722.09776226411,663.7526598033775,0.7577240983781826,637.5750834234259,1,0,11
96,27.855382943837785,1.5217218382067368,1,1,1,0,1,1.1820014239844434,0.6819617880590162,456.6956966428542,981.9520505240434,0.42341860170310797,412.48916643448524,1,0,18
96,27.960919232441025,1.3822184089863527,1,1,1,1,2,1.2412781872655438,1.2194383521817334,282.4853389632665,1341.3311853239215,0.6701951077150023,184.29222922633494,1,0,1
79,36.463908514774104,1.671379965142799,1,1,1,0,2,0.6002692169532697,1.2245772474127725,216.82150083358562,1250.9204780909122,0.2669115065173613,28.110441993631344,1,0,17
78,3.9878385132481915,0.7752721400741902,1,1,1,0,0,0.700668338044345,0.5586171876912587,291.0653055314823,833.4640789903207,0.5316745577055147,444.8144375480552,1,0,14
72,9.982331842695729,1.933736867503286,1,1,1,1,0,0.7824686070371099,1.2916898463754565,352.05422007597315,1041.930880292234,0.4374238486650711,436.2072452450892,1,0,8
95,41.836888866140356,0.8704629002118769,1,1,1,0,0,0.7872125685618725,0.9973662288018589,674.4957973756345,1146.7311862833894,0.3201117751171211,616.0921328832401,1,0,5
79,19.931656240785983,0.43583556939120927,1,1,1,1,0,1.9599993140572498,1.4912319694801621,360.1708166937075,692.9298490501423,0.44299388701210396,130.00181774102558,1,0,13
99,8.112888998738025,0.5613656867008385,1,1,1,0,2,1.6021995403887832,1.2795329931513422,383.1675833282428,697.2529363953142,0.39588930209955975,354.83551991622664,1,0,4
54,124.22593695742808,6.76175713488529,1,1,2,6,9,0.8684409051712203,4.722643957428488,1384.125810726599,478.1979276803402,3.4879082870085174,2.3337291420136816,1,1,89
75,27.623545740711076,1.7748149917187068,1,1,1,0,1,1.3070718380679003,0.9293305820356017,545.7273887181343,783.3631805639809,0.8351828497548792,194.3068809417923,1,0,9
85,3.7431434975499385,0.3810207318172314,1,1,1,0,0,0.500494363783195,0.7694498884472362,658.0213692438908,1031.3008948715658,0.26054103335901124,28.397702328556104,1,0,1
95,27.497338792930982,1.8808418853788365,1,1,1,1,1,1.967038617313185,0.9913612474815858,733.2258347705832,1307.2191298437165,0.6795628196801962,81.92414832972642,1,0,2
42,124.22593695742808,0.9633488319686041,0,1,3,4,4,0.8788423409483839,6.363722394707027,759.666171222154,575.8658350842315,3.7668044410847146,5.382644881894345,0,1,94
80,5.398970001042461,0.8229355667241853,1,1,1,1,0,0.805581955315883,0.5336736256966705,516.4989131630982,1067.2553723140068,0.37618701902950985,69.66171916720415,1,0,7
32,124.22593695742808,0.9633488319686041,0,0,1,6,10,0.5759800550304524,4.876716609530937,1751.7433039884572,789.6925478814625,2.0281911443257963,8.720116267421165,1,0,73
21,124.22593695742808,0.9633488319686041,1,0,4,3,6,0.6397072068568482,7.140518032869224,1210.6100663419234,628.713522623638,1.9845521394886452,3.5500723106167738,1,0,92
82,20.326718175979792,0.920410793889874,1,1,1,0,0,1.482644518543435,0.9978848435212575,784.564135311494,1338.5687556158196,0.8804386118321301,326.82573343367966,1,0,4
92,0.661287458872834,0.33067766101774887,1,1,1,1,0,0.9048500003705463,0.652579799771869,673.2378892558447,629.181625960041,0.4643934104347785,538.4108241559201,1,0,5
41,124.22593695742808,6.76175713488529,0,0,3,5,7,0.25029433940135803,3.9355066069814546,622.4229744100111,588.8643772000687,3.638280412697304,0.9752034767774531,0,1,72
56,10.66893757900861,6.76175713488529,0,1,1,5,4,0.882879405118576,4.646176595944539,774.1119123410167,398.7379691177056,3.666091806220275,3.8578819630149925,0,1,97
58,10.66893757900861,6.76175713488529,1,0,4,6,8,0.21209833042288004,3.034379786755612,1005.0539100655842,762.3731180604716,1.8870790884745774,4.906609220546404,0,0,87
96,8.889413932568822,0.5669544055734013,1,1,1,0,0,1.7157990026798244,1.066411019472243,704.6317115700604,689.9439975888318,0.6799232718971351,159.00178685196494,1,0,6
89,19.084811190806956,0.6880770983331459,1,1,1,1,1,1.1179489430658016,0.5004926631156649,560.8015017929129,1136.4535087247277,0.8400928502027629,157.9201208096306,1,0,4
77,15.297128510714254,0.22008400317564125,1,1,1,0,2,1.2798821487750447,0.7117714142942869,589.6794844599949,629.9774229318097,0.41857737241806825,513.6298636041661,1,0,10
75,13.19706204320998,0.15660182064367567,1,1,1,1,1,1.3750909232996653,0.5659325758332484,547.3552519519046,1155.0020315381926,0.6276328358677321,512.2484943655072,1,0,3
64,10.66893757900861,0.9633488319686041,0,1,2,3,3,0.24749536671668465,3.75782536125814,1076.472900817805,597.460276526498,3.4117523028016192,9.899987961197795,1,0,92
96,8.283179374126584,1.04778411195778,1,1,1,1,0,1.9633954203568744,1.420850871462421,772.5396657125218,670.2063460815971,0.24546843086309306,524.3312371147704,1,0,4
85,44.65907337113481,1.1535578212364261,1,1,1,0,1,1.0797737582176872,0.8674694717620808,459.59188265122157,1461.5020634317902,0.8431333707097912,716.4229732234969,1,0,18
95,44.350062228118844,1.4750031986364243,1,1,1,1,0,1.219017757804013,0.5983427257251129,378.1561217550069,880.8759540230606,0.2321739013755982,68.85350565300241,1,0,4
84,38.6861492557118,1.3269060862534647,1,1,1,0,1,1.9978968818935192,0.7669767592280384,762.4879017036168,1288.3942460395428,0.27027901039128455,210.01195489227132,1,0,0
49,124.22593695742808,0.9633488319686041,0,1,2,2,8,0.818352337818526,5.560447284666015,1678.9180486237556,366.7857537870907,2.911626011313062,11.827960038614648,1,1,72
79,4.531336779534772,0.8466281008992085,1,1,1,1,0,0.5025115597299441,0.5091915240476329,588.473881618532,992.4951566329753,0.21975642549941277,328.2747854515631,1,0,0
72,20.350839751152698,1.563087480714066,1,1,1,0,0,1.6008101714861243,0.7519663254724925,638.8065648751665,893.1036740123955,0.22117771982962312,445.9495556956525,1,0,7
40,124.22593695742808,6.76175713488529,1,1,4,5,3,0.7876773407809141,4.520775244852509,1423.549974323626,519.1485028418641,3.345013478991352,7.870668843077871,1,0,84
86,38.10887701898224,0.7911372843162006,1,1,1,0,1,1.4175898326298295,0.6850064603512478,740.4418668066816,618.3865197929307,0.47286532033579387,236.11481738717472,1,0,11
82,27.575574283820117,0.6795890059355676,1,1,1,0,0,1.1597087785903604,0.9726515708372484,787.2420975048788,1170.7169158706356,0.6039845898663332,526.5459298233902,1,0,3
90,6.681627080766087,0.40979003359265365,1,1,1,1,0,1.7960130861176862,1.4349319710192592,372.1573777392607,951.0304299447394,0.8888982293445458,290.24462858650725,1,0,9
89,12.453705275285834,0.13733269256889402,1,1,1,1,0,0.9064684108664436,1.0884822738955267,308.4291405515375,921.5658824299178,0.5440600186811823,567.8299073623981,1,0,4
68,124.22593695742808,6.76175713488529,1,1,2,4,4,0.37815204686173065,5.405156375307058,1717.7860909895728,744.0195884054434,3.418490878335243,10.100111385566438,0,1,91
84,16.708775083544342,1.3738330408595123,1,1,1,0,0,0.5889804118641,1.4808021991390956,568.5030601278736,1366.509531347451,0.5986784783639683,556.140258147292,1,0,0
72,8.468241346878072,1.5567932483374465,1,1,1,0,2,1.8284752697060809,0.8331617914552062,423.1484258641161,604.3350898776473,0.6791652169978701,275.469318235297,1,0,19
70,28.147343115903045,0.8556014769869031,1,1,1,1,0,1.7876089009322118,0.625758069209698,377.8681863362036,812.7196445283225,0.5473481583354074,538.6832218944563,1,0,9
75,43.7368595721305,0.5225460207385717,1,1,1,0,1,1.6105132186067204,0.5775778650130123,734.2567945342707,1197.8133836736465,0.808678051839794,282.1592076232962,1,0,8
75,44.40760710348266,1.781757005985263,1,1,1,0,0,1.3636584005890187,0.8128806081745776,248.64280859496844,1484.0826103573006,0.7927694002232184,116.06842066027701,1,0,16
95,9.175784687801176,1.4390005860323103,1,1,1,1,1,0.9134279866592607,1.0614045815013036,221.43899557748188,1476.3164089885208,0.613024439721535,550.7522542960805,1,0,0
79,30.111034825424547,1.3664371540656008,1,1,1,1,0,1.7534542370880721,1.320320667714618,297.2903696236476,1154.2735938937444,0.7156389180771308,197.0078903066043,1,0,16
89,4.356423266349305,0.1268486396014259,1,1,1,1,0,1.396658774702483,1.3030318545076698,363.605195295507,1170.8853737604645,0.5391979580079973,360.00839597894367,1,0,11
20,124.22593695742808,0.9633488319686041,0,1,1,6,6,0.3796292992742707,5.057322466219382,1219.1364099464358,338.6562821226959,2.333980293721675,1.2818909999047396,1,1,99
90,28.737809432642795,1.8129900121561517,1,1,1,1,1,1.6217159518766149,1.0551064215138601,724.6843137411054,1362.0616040728364,0.2971475898309462,545.4767782682359,1,0,17
89,1.2771524278261837,0.7524818680405971,1,1,1,1,0,1.7176283074493512,1.222341129950928,667.7535660625638,1229.0367956862528,0.28659708534066464,209.19942935817085,1,0,14
99,22.942204803410153,0.7527230616211478,1,1,1,1,0,0.8784673772522649,1.090666902395983,794.460501178207,1388.7945432628262,0.5919018229888515,325.29012026349056,1,0,9
85,24.946000398870687,0.39388818794282066,1,1,1,0,1,1.7701957396004462,0.663785399055488,484.3543528254092,613.565577434802,0.7815846095078562,703.8239744325003,1,0,11
48,124.22593695742808,6.76175713488529,0,0,1,3,3,0.5502631968855674,5.066018976621473,635.4950775872319,674.3070461617401,3.605732386167806,6.672730323595935,1,1,84
56,10.66893757900861,0.9633488319686041,1,0,3,6,3,0.8590669777875235,7.251706866062292,509.80680552612256,596.2868340577052,1.9739265714367,6.432403898773917,1,1,96
26,124.22593695742808,0.9633488319686041,1,0,3,3,4,0.8076488409117546,5.141413737087072,1672.4714064443,363.63722752943283,2.166544871042052,0.07149057733023767,0,0,71
99,0.33811228277536853,0.9900512267326473,1,1,1,1,0,1.6738565099998768,0.5787054462012678,632.2111000310304,706.6694244509437,0.47078894232668583,652.3154526392974,1,0,10
96,11.913089673980393,1.8457846751984999,1,1,1,0,2,1.0546685862656497,0.9163693853817653,465.9799483207274,1320.0706424940513,0.6211005809896851,680.1196445304939,1,0,2
54,124.22593695742808,0.9633488319686041,0,0,1,4,7,0.4559881326275479,5.05533425036863,1977.5373791549646,791.2146674242242,3.4579430800077793,7.839610937501539,1,1,70
43,124.22593695742808,0.9633488319686041,1,1,4,3,10,0.7618778815378293,5.526351515096342,1217.9944147245574,744.3965256847819,2.3000085174225053,0.07527429339855418,1,0,77
78,28.537667280772364,0.24381432183439622,1,1,1,1,0,1.7150771543106968,1.440641884134025,753.3631038898204,1272.6640099779906,0.5361260931211222,148.0874125968964,1,0,2
97,43.10727018986708,0.8030522167504555,1,1,1,0,1,1.2062594144610885,1.3356009024562048,246.90264032159394,1161.3998384932434,0.8763861665756065,572.3588539739616,1,0,17
95,1.053790283101973,1.517499592460241,1,1,1,0,0,0.7914036234127022,0.9582509579146437,460.89321158450184,1376.5313138223096,0.5772506198450102,469.2776800853915,1,0,13
44,124.22593695742808,6.76175713488529,0,0,4,4,10,0.4696079490981422,3.3655333171146555,1502.9852286092646,381.6901980416883,3.437824020563162,0.5142535543053124,1,1,71
95,10.077040735727305,1.7209874256476545,1,1,1,1,0,1.5751534498393776,0.6324798459770452,454.96496817274146,747.2793513519679,0.6943651260075312,200.54887338196485,1,0,3
70,13.25125118953126,1.4340067636071923,1,1,1,0,0,1.3632406237758388,0.5177652982555736,677.8838710950622,1279.7786880623182,0.28873936252078897,245.9879997915793,1,0,13
75,16.165633059724822,1.259508793446678,1,1,1,1,2,0.7877814710502601,1.068507572257559,763.1028769164469,1477.3016174609234,0.6593207857694936,55.50855295132803,1,0,18
97,14.89761485306759,0.6965820013048305,1,1,1,0,2,1.915933883790864,1.3329140404623745,540.4324601697865,927.4445066503504,0.8090020901595003,669.3773597191023,1,0,4
75,17.939001866954662,0.7893556737694449,1,1,1,1,1,1.1274070091809936,1.4413027423067892,253.43179937207077,627.4985885323255,0.7129864588070736,537.989522073738,1,0,14
93,29.006257866826324,1.8241702778126216,1,1,1,0,2,1.2676510108225967,1.35120853057742,383.28899640380484,1027.299623678013,0.8077940363590537,597.7518220566832,1,0,14
49,10.66893757900861,6.76175713488529,1,0,4,7,3,0.25046567353684196,4.200858297475764,1299.2511232738661,747.2111671639473,2.168013066154563,6.759818603365619,1,0,78
85,5.279147499829632,1.8853710369459764,1,1,1,1,1,1.2290041694960065,0.567825845159476,539.6741606425509,804.6500440132081,0.6846001552749112,197.6097176305369,1,0,13
35,10.66893757900861,0.9633488319686041,1,0,2,4,3,0.6442269087423289,6.545688400596124,732.0772655214168,500.13494620755864,1.8834134136476361,0.0667721880912473,0,0,92
84,0.7178776547212196,1.5809591660017768,1,1,1,0,2,1.3551245497405038,0.7250011805830225,458.2464697729233,1432.9163559986973,0.5881356335090715,25.154157041539715,1,0,18
79,34.473814786464025,0.26533858368325114,1,1,1,0,2,0.5580500178910426,0.5826736109881142,627.3898096500543,712.4166324250194,0.8264664087435296,462.96670695308813,1,0,13
83,21.187835577202566,1.8127341003766162,1,1,1,0,1,0.6599808262265171,1.3125541578497952,654.9008413214174,973.0376969312422,0.3858524496773394,567.3324865296826,1,0,17
96,6.420191302270537,1.3994080133795646,1,1,1,1,0,0.9553659958082288,0.5562538411516283,674.5157150009327,1260.7266181423524,0.8403511596420341,555.6333084965353,1,0,1
97,43.219979504680516,0.3116710548452588,1,1,1,1,1,1.413293282359032,1.126735320456119,362.76186639796526,795.2796320153967,0.3078561835023022,471.1353361913677,1,0,3
77,22.30930586055384,0.07944678204157563,1,1,1,0,0,1.3637851373599033,1.4665935097087819,719.1056687745358,1110.1638246339944,0.7366072075408037,91.97531122357056,1,0,15
99,42.77324632091004,1.4209091766751825,1,1,1,0,0,1.924662700677325,0.981274096450992,676.3440402251963,1013.3113772810857,0.3813876464925614,536.3185466694008,1,0,3
78,22.438202086964292,1.3476280521773643,1,1,1,1,2,1.2399380734068302,1.3002978670292054,427.7027832073201,1121.958536863241,0.35056458242059535,312.1615898970906,1,0,2
87,7.71746066649693,1.960880437119024,1,1,1,0,2,1.5889439989136078,1.21024029731009,479.5211380511877,1293.447219920516,0.8006224254472281,669.689790441986,1,0,12
71,13.098597295736127,1.122892983184122,1,1,1,1,2,0.9663462157697401,1.2017352689484517,231.2870990107458,970.2898849974505,0.8798565994475296,430.9747963110895,1,0,0
79,29.05532535438685,1.8823163260266613,1,1,1,0,0,0.5140741383290905,0.8747869611473543,558.8898202981562,772.7516162880293,0.7670748277870107,498.20828090322397,1,0,16
81,9.416679710979281,0.7040197202475698,1,1,1,1,2,0.820024479811928,0.7912515582315014,386.457291358791,1213.4557713434442,0.4895682146304695,359.5034632859708,1,0,19
51,124.22593695742808,0.9633488319686041,0,1,4,7,7,0.8661095103559859,7.463431332495071,1615.5638274683993,692.8291321117838,2.045404802890014,4.474772707973035,0,1,79
89,14.755716059292261,0.25479161587648247,1,1,1,0,1,1.4787587686671952,1.102004201714775,349.9650843039226,935.912030732977,0.4502282953078791,450.0677344092375,1,0,19
82,17.81699974437248,1.440411908269995,1,1,1,0,1,0.8470788864765904,1.343553041223347,616.7408205361234,640.0007203656887,0.878050592181983,645.8205773452801,1,0,13
77,24.137088680036637,1.548607740138058,1,1,1,0,2,1.6806027746326133,0.7010090823892432,718.4893506616427,650.359235577249,0.7479865080802066,631.7328620054519,1,0,19
82,38.0046884157092,0.6114581035214157,1,1,1,1,2,0.9036086406757529,1.021299657474203,235.12505840862195,1311.806497010989,0.7695455668608815,67.8885737293011,1,0,8
97,42.60826042097042,1.5767631349563132,1,1,1,1,1,0.7179885582311423,0.7465515654363409,434.5970621826321,1491.9569895948334,0.5029223109405146,439.158451422279,1,0,19
90,17.31891001260129,1.634377091474372,1,1,1,1,2,1.2613279868921583,1.4758376054008389,651.6456023261395,875.1315011610636,0.6034886764441743,556.9417516134442,1,0,14
84,17.34937958262441,0.5952273390426643,1,1,1,0,0,1.3350658166567455,1.2624422033094644,255.46574946958486,807.8253598109666,0.35478031009154937,471.13882519026646,1,0,19
30,10.66893757900861,0.9633488319686041,0,1,2,5,7,0.5563952439526495,3.942178733299122,897.5010237456565,478.8758771620056,2.5939566339713593,0.4868132932120628,1,1,96
21,124.22593695742808,0.9633488319686041,1,0,3,2,8,0.8090913258742354,5.019420671938532,1918.903974818786,439.16800630115705,2.2386305883654503,3.221814455456963,1,0,77
86,41.31943464971883,0.8581439635876611,1,1,1,1,0,0.6939823615801555,1.4220684870757663,347.0746749575421,803.4192735149811,0.6705407941583478,652.3407658869166,1,0,6
73,29.28458701294522,1.8531057548863252,1,1,1,1,1,1.7913786372689773,1.4478586588284434,235.80140848912066,604.3986816630818,0.8705681095221511,195.8032223107879,1,0,6
70,37.77075863014088,1.2471995815787669,1,1,1,0,2,1.6708137276483737,1.4481515166810048,621.7832811284945,913.5284406542025,0.3611969811651431,371.1812259148758,1,0,6
98,15.01827586380403,1.3558137756525461,1,1,1,1,0,1.496389941298316,0.9812186715987014,778.3572660610048,676.0365348015092,0.4831525584238796,31.57600764167903,1,0,8
68,124.22593695742808,0.9633488319686041,0,0,1,6,4,0.3104440759259178,5.987773446023226,1200.3192867671673,563.2566422353492,3.024251680456236,9.623735053867547,0,1,89
87,31.582639335047812,1.5093945326675917,1,1,1,0,2,0.6300728439467556,1.3043752437745022,343.6064490221505,627.1017996761733,0.6732663069860605,570.9349607042819,1,0,14
91,41.39116784074217,1.0767371164861455,1,1,1,0,2,0.9637680836272751,1.0534945016409536,578.7791979634895,737.0100998096467,0.7498123594570232,523.2781796539113,1,0,2
80,34.097677039391094,0.8126062437319099,1,1,1,1,2,0.6003294603029404,0.9237843254002392,243.5137261777511,1186.2394286592935,0.5270819528703103,534.9518951527506,1,0,2
96,0.8119885602071208,1.567053228197003,1,1,1,0,2,1.1126854919741533,0.7763488722576151,558.9410506385346,1362.1475620980946,0.7808889651100333,707.9646609005922,1,0,8
70,42.14382095477643,0.9819555131569508,1,1,1,1,2,0.523460350671469,1.3534401475676252,466.3170954717804,676.8593829746416,0.5601961883747062,527.2128559417838,1,0,11
60,124.22593695742808,6.76175713488529,0,1,2,7,8,0.5671584837400028,6.318132328870083,1291.7609440252527,793.7671973249514,3.813131959401264,3.5419021041439733,0,1,90
86,27.100674044076978,1.2020951263362778,1,1,1,1,1,1.7629126034934672,1.2184120493432755,521.7683837169421,1483.1178366985819,0.6516695968103772,158.90092673825222,1,0,13
93,11.486807302843982,0.33247550348648924,1,1,1,1,2,1.982948982733527,0.7485202787243919,725.9362599155497,1138.264757760015,0.6692503002066321,626.0106240804193,1,0,19
97,34.136882677376796,0.3704590315051348,1,1,1,0,1,1.6398723504543615,0.6372068479953482,470.4380116909978,881.7857650774015,0.5758905889024073,266.5673378403683,1,0,1
30,124.22593695742808,6.76175713488529,0,1,1,6,7,0.7744863599539797,6.433510019387706,737.8878535416657,690.8359653512596,1.620267617037476,1.7739344829209358,1,1,80
93,28.28175803132507,0.07344154182973228,1,1,1,1,0,1.2237594455888197,1.2054843933139994,282.7369706082492,1066.9407430933493,0.3384403759330488,600.2126963730195,1,0,6
99,42.72881286394693,1.0557785729409865,1,1,1,1,0,0.5104753005163636,0.5222638013183187,219.76451113687367,782.0905000384408,0.8619750039721321,163.02094926850896,1,0,15
76,44.53194306839102,0.6683764633106004,1,1,1,0,1,0.5966461811096084,1.4239359014938917,692.7961819812225,639.791230163805,0.4370120061398639,236.5230516927459,1,0,8
84,31.912131920476007,0.8025429184842618,1,1,1,1,0,1.9696257867945506,1.4131504740906111,707.2645318371871,1006.8500561951291,0.3396098881554799,491.68445550808576,1,0,15
99,8.065907348245187,1.5116928211124065,1,1,1,0,0,0.9039615216393904,1.1269426158972669,614.8016679164789,1065.636234010788,0.6466046589558443,244.6059050899775,1,0,0
70,24.744505683500922,0.6779778819685973,1,1,1,1,0,1.3261615185737092,1.4045358558301442,322.78116092532986,1431.8376459198785,0.2950329656580334,540.4779924939338,1,0,18
67,124.22593695742808,0.9633488319686041,0,1,2,3,11,0.2615683887198758,3.1367496734744527,989.8323355767309,421.9597881254993,2.3998555583094707,9.974291835584763,1,0,79
99,2.0842676868112657,0.996121187799426,1,1,1,1,0,0.850337218196199,0.5823097663479619,491.52015797984103,668.5425906906628,0.6064399625597237,154.64299655707455,1,0,5
90,14.947044099660417,1.1694640219706471,1,1,1,0,0,1.9732151816843484,1.045051311465226,783.2696350111493,899.2923657995843,0.47617679227822257,37.719460415316014,1,0,15
71,1.9950903619600147,1.6550971317487932,1,1,1,0,2,1.9227387924858796,1.1323399433351784,232.36205864841082,1140.489634523348,0.4609915173992537,568.3592876916697,1,0,6
91,0.17007500327163305,0.6133155168693365,1,1,1,1,2,1.235104527690499,0.7184039367879597,645.4263646462902,692.3710522804621,0.357140405091547,306.54740973342797,1,0,9
88,13.653204394914638,0.365511365925961,1,1,1,0,2,0.6271294172742128,1.408883078695035,624.190898974394,659.781243293934,0.43647584102744225,300.6037585806,1,0,11
